	IWA ID	Category	Median Date	Median Data Value	Date Offset
2514	4.A.3.a.2.I33	5	2006-06-01	23.82	2130 days 00:00:00.000000000
2515	4.A.3.a.2.I33	5	2014-07-01	20.86	5082 days 00:00:00.000000000
2516	4.A.3.a.2.I33	6	2006-06-01	5.57	2130 days 00:00:00.000000000
2517	4.A.3.a.2.I33	6	2014-07-01	3.87	5082 days 00:00:00.000000000
2518	4.A.3.a.2.I33	7	2006-06-01	6.62	2130 days 00:00:00.000000000
2519	4.A.3.a.2.I33	7	2014-07-01	4.46	5082 days 00:00:00.000000000
2520	4.A.3.a.2.I34	1	2006-12-01	5.42	2313 days 00:00:00.000000000
2521	4.A.3.a.2.I34	1	2012-07-01	3.43	4352 days 00:00:00.000000000
2522	4.A.3.a.2.I34	2	2006-12-01	11.39	2313 days 00:00:00.000000000
2523	4.A.3.a.2.I34	2	2012-07-01	11.23	4352 days 00:00:00.000000000
2524	4.A.3.a.2.I34	3	2006-12-01	19.06	2313 days 00:00:00.000000000
2525	4.A.3.a.2.I34	3	2012-07-01	15.87	4352 days 00:00:00.000000000
2526	4.A.3.a.2.I34	4	2006-12-01	18.97	2313 days 00:00:00.000000000
2527	4.A.3.a.2.I34	4	2012-07-01	25.8	4352 days 00:00:00.000000000
2528	4.A.3.a.2.I34	5	2006-12-01	26.77	2313 days 00:00:00.000000000
2529	4.A.3.a.2.I34	5	2012-07-01	25.23	4352 days 00:00:00.000000000
2530	4.A.3.a.2.I34	6	2006-12-01	9.11	2313 days 00:00:00.000000000
2531	4.A.3.a.2.I34	6	2012-07-01	5.42	4352 days 00:00:00.000000000
2532	4.A.3.a.2.I34	7	2006-12-01	6.24	2313 days 00:00:00.000000000
2533	4.A.3.a.2.I34	7	2012-07-01	4.33	4352 days 00:00:00.000000000
2534	4.A.3.a.2.I35	1	2006-12-01	2.9	2313 days 00:00:00.000000000
2535	4.A.3.a.2.I35	1	2013-07-01	2.57	4717 days 00:00:00.000000000
2536	4.A.3.a.2.I35	2	2006-12-01	7.61	2313 days 00:00:00.000000000
2537	4.A.3.a.2.I35	2	2013-07-01	7.53	4717 days 00:00:00.000000000
2538	4.A.3.a.2.I35	3	2006-12-01	10.19	2313 days 00:00:00.000000000
2539	4.A.3.a.2.I35	3	2013-07-01	11.73	4717 days 00:00:00.000000000
2540	4.A.3.a.2.I35	4	2006-12-01	13.0	2313 days 00:00:00.000000000
2541	4.A.3.a.2.I35	4	2013-07-01	14.72	4717 days 00:00:00.000000000
2542	4.A.3.a.2.I35	5	2006-12-01	29.16	2313 days 00:00:00.000000000
2543	4.A.3.a.2.I35	5	2013-07-01	26.58	4717 days 00:00:00.000000000
2544	4.A.3.a.2.I35	6	2006-12-01	9.09	2313 days 00:00:00.000000000
2545	4.A.3.a.2.I35	6	2013-07-01	9.02	4717 days 00:00:00.000000000
2546	4.A.3.a.2.I35	7	2006-12-01	12.91	2313 days 00:00:00.000000000
2547	4.A.3.a.2.I35	7	2013-07-01	12.5	4717 days 00:00:00.000000000
2548	4.A.3.a.2.I36	1	2006-12-01	6.25	2313 days 00:00:00.000000000
2549	4.A.3.a.2.I36	1	2014-07-01	5.56	5082 days 00:00:00.000000000
2550	4.A.3.a.2.I36	2	2006-12-01	6.295	2313 days 00:00:00.000000000
2551	4.A.3.a.2.I36	2	2014-07-01	9.56	5082 days 00:00:00.000000000
2552	4.A.3.a.2.I36	3	2006-12-01	11.86	2313 days 00:00:00.000000000
2553	4.A.3.a.2.I36	3	2014-07-01	10.62	5082 days 00:00:00.000000000
2554	4.A.3.a.2.I36	4	2006-12-01	13.55	2313 days 00:00:00.000000000
2555	4.A.3.a.2.I36	4	2014-07-01	15.79	5082 days 00:00:00.000000000
2556	4.A.3.a.2.I36	5	2006-12-01	26.380000000000003	2313 days 00:00:00.000000000
2557	4.A.3.a.2.I36	5	2014-07-01	30.27	5082 days 00:00:00.000000000
2558	4.A.3.a.2.I36	6	2006-12-01	7.24	2313 days 00:00:00.000000000
2559	4.A.3.a.2.I36	6	2014-07-01	8.365	5082 days 00:00:00.000000000
2560	4.A.3.a.2.I36	7	2006-12-01	6.57	2313 days 00:00:00.000000000
2561	4.A.3.a.2.I36	7	2014-07-01	16.42	5082 days 00:00:00.000000000
2562	4.A.3.a.2.I37	1	2006-06-01	0.26	2130 days 00:00:00.000000000
2563	4.A.3.a.2.I37	1	2012-07-01	0.08	4352 days 00:00:00.000000000
2564	4.A.3.a.2.I37	2	2006-06-01	4.06	2130 days 00:00:00.000000000
2565	4.A.3.a.2.I37	2	2012-07-01	1.73	4352 days 00:00:00.000000000
2566	4.A.3.a.2.I37	3	2006-06-01	5.42	2130 days 00:00:00.000000000
2567	4.A.3.a.2.I37	3	2012-07-01	5.44	4352 days 00:00:00.000000000
2568	4.A.3.a.2.I37	4	2006-06-01	9.535	2130 days 00:00:00.000000000
2569	4.A.3.a.2.I37	4	2012-07-01	13.66	4352 days 00:00:00.000000000
2570	4.A.3.a.2.I37	5	2006-06-01	35.16	2130 days 00:00:00.000000000
2571	4.A.3.a.2.I37	5	2012-07-01	33.87	4352 days 00:00:00.000000000
2572	4.A.3.a.2.I37	6	2006-06-01	15.48	2130 days 00:00:00.000000000
2573	4.A.3.a.2.I37	6	2012-07-01	17.82	4352 days 00:00:00.000000000
2574	4.A.3.a.2.I37	7	2006-06-01	12.89	2130 days 00:00:00.000000000
2575	4.A.3.a.2.I37	7	2012-07-01	15.27	4352 days 00:00:00.000000000
2576	4.A.3.a.2.I38	1	2009-06-01	4.32	3226 days 00:00:00.000000000
2577	4.A.3.a.2.I38	1	2013-07-01	2.81	4717 days 00:00:00.000000000
2578	4.A.3.a.2.I38	2	2009-06-01	8.14	3226 days 00:00:00.000000000
2579	4.A.3.a.2.I38	2	2013-07-01	5.32	4717 days 00:00:00.000000000
2580	4.A.3.a.2.I38	3	2009-06-01	10.78	3226 days 00:00:00.000000000
2581	4.A.3.a.2.I38	3	2013-07-01	9.78	4717 days 00:00:00.000000000
2582	4.A.3.a.2.I38	4	2009-06-01	16.0	3226 days 00:00:00.000000000
2583	4.A.3.a.2.I38	4	2013-07-01	12.455	4717 days 00:00:00.000000000
2584	4.A.3.a.2.I38	5	2009-06-01	18.19	3226 days 00:00:00.000000000
2585	4.A.3.a.2.I38	5	2013-07-01	17.83	4717 days 00:00:00.000000000
2586	4.A.3.a.2.I38	6	2009-06-01	7.41	3226 days 00:00:00.000000000
2587	4.A.3.a.2.I38	6	2013-07-01	12.9	4717 days 00:00:00.000000000
2588	4.A.3.a.2.I38	7	2009-06-01	4.76	3226 days 00:00:00.000000000
2589	4.A.3.a.2.I38	7	2013-07-01	4.49	4717 days 00:00:00.000000000
2590	4.A.3.a.2.I39	1	2007-06-01	6.03	2495 days 00:00:00.000000000
2591	4.A.3.a.2.I39	1	2014-07-01	5.15	5082 days 00:00:00.000000000
2592	4.A.3.a.2.I39	2	2007-06-01	11.66	2495 days 00:00:00.000000000
2593	4.A.3.a.2.I39	2	2014-07-01	13.52	5082 days 00:00:00.000000000
2594	4.A.3.a.2.I39	3	2007-06-01	17.63	2495 days 00:00:00.000000000
2595	4.A.3.a.2.I39	3	2014-07-01	12.94	5082 days 00:00:00.000000000
2596	4.A.3.a.2.I39	4	2007-06-01	18.77	2495 days 00:00:00.000000000
2597	4.A.3.a.2.I39	4	2014-07-01	19.77	5082 days 00:00:00.000000000
2598	4.A.3.a.2.I39	5	2007-06-01	20.66	2495 days 00:00:00.000000000
2599	4.A.3.a.2.I39	5	2014-07-01	25.990000000000002	5082 days 00:00:00.000000000
2600	4.A.3.a.2.I39	6	2007-06-01	6.96	2495 days 00:00:00.000000000
2601	4.A.3.a.2.I39	6	2014-07-01	7.05	5082 days 00:00:00.000000000
2602	4.A.3.a.2.I39	7	2007-06-01	4.27	2495 days 00:00:00.000000000
2603	4.A.3.a.2.I39	7	2014-07-01	8.635	5082 days 00:00:00.000000000
2604	4.A.3.a.2.I40	1	2006-12-01	0.47	2313 days 00:00:00.000000000
2605	4.A.3.a.2.I40	1	2015-07-01	1.53	5447 days 00:00:00.000000000
2606	4.A.3.a.2.I40	2	2006-12-01	0.685	2313 days 00:00:00.000000000
2607	4.A.3.a.2.I40	2	2015-07-01	2.6	5447 days 00:00:00.000000000
2608	4.A.3.a.2.I40	3	2006-12-01	2.13	2313 days 00:00:00.000000000
2609	4.A.3.a.2.I40	3	2015-07-01	3.33	5447 days 00:00:00.000000000
2610	4.A.3.a.2.I40	4	2006-12-01	8.03	2313 days 00:00:00.000000000
2611	4.A.3.a.2.I40	4	2015-07-01	6.5	5447 days 00:00:00.000000000
2612	4.A.3.a.2.I40	5	2006-12-01	33.37	2313 days 00:00:00.000000000
2613	4.A.3.a.2.I40	5	2015-07-01	32.68	5447 days 00:00:00.000000000
2614	4.A.3.a.2.I40	6	2006-12-01	15.38	2313 days 00:00:00.000000000
2615	4.A.3.a.2.I40	6	2015-07-01	16.93	5447 days 00:00:00.000000000
2616	4.A.3.a.2.I40	7	2006-12-01	32.59	2313 days 00:00:00.000000000
2617	4.A.3.a.2.I40	7	2015-07-01	32.6	5447 days 00:00:00.000000000
2618	4.A.3.a.2.I41	1	2006-12-01	3.09	2313 days 00:00:00.000000000
2619	4.A.3.a.2.I41	1	2013-07-01	3.1	4717 days 00:00:00.000000000
2620	4.A.3.a.2.I41	2	2006-12-01	6.0	2313 days 00:00:00.000000000
2621	4.A.3.a.2.I41	2	2013-07-01	6.88	4717 days 00:00:00.000000000
2622	4.A.3.a.2.I41	3	2006-12-01	11.15	2313 days 00:00:00.000000000
2623	4.A.3.a.2.I41	3	2013-07-01	14.08	4717 days 00:00:00.000000000
2624	4.A.3.a.2.I41	4	2006-12-01	14.71	2313 days 00:00:00.000000000
2625	4.A.3.a.2.I41	4	2013-07-01	16.58	4717 days 00:00:00.000000000
2626	4.A.3.a.2.I41	5	2006-12-01	26.83	2313 days 00:00:00.000000000
2627	4.A.3.a.2.I41	5	2013-07-01	26.55	4717 days 00:00:00.000000000
2628	4.A.3.a.2.I41	6	2006-12-01	10.49	2313 days 00:00:00.000000000
2629	4.A.3.a.2.I41	6	2013-07-01	10.54	4717 days 00:00:00.000000000
2630	4.A.3.a.2.I41	7	2006-12-01	12.49	2313 days 00:00:00.000000000
2631	4.A.3.a.2.I41	7	2013-07-01	13.52	4717 days 00:00:00.000000000
2632	4.A.3.a.2.I42	1	2006-12-01	1.7	2313 days 00:00:00.000000000
2633	4.A.3.a.2.I42	1	2010-06-01	1.58	3591 days 00:00:00.000000000
2634	4.A.3.a.2.I42	2	2006-12-01	1.83	2313 days 00:00:00.000000000
2635	4.A.3.a.2.I42	2	2010-06-01	2.58	3591 days 00:00:00.000000000
2636	4.A.3.a.2.I42	3	2006-12-01	1.6400000000000001	2313 days 00:00:00.000000000
2637	4.A.3.a.2.I42	3	2010-06-01	3.39	3591 days 00:00:00.000000000
2638	4.A.3.a.2.I42	4	2006-12-01	9.11	2313 days 00:00:00.000000000
2639	4.A.3.a.2.I42	4	2010-06-01	10.11	3591 days 00:00:00.000000000
2640	4.A.3.a.2.I42	5	2006-12-01	40.6	2313 days 00:00:00.000000000
2641	4.A.3.a.2.I42	5	2010-06-01	28.32	3591 days 00:00:00.000000000
2642	4.A.3.a.2.I42	6	2006-12-01	7.29	2313 days 00:00:00.000000000
2643	4.A.3.a.2.I42	6	2010-06-01	11.88	3591 days 00:00:00.000000000
2644	4.A.3.a.2.I42	7	2006-12-01	17.05	2313 days 00:00:00.000000000
2645	4.A.3.a.2.I42	7	2010-06-01	20.57	3591 days 00:00:00.000000000
2646	4.A.3.a.2.I43	1	2006-12-01	4.49	2313 days 00:00:00.000000000
2647	4.A.3.a.2.I43	1	2013-07-01	0.37	4717 days 00:00:00.000000000
2648	4.A.3.a.2.I43	2	2006-12-01	9.24	2313 days 00:00:00.000000000
2649	4.A.3.a.2.I43	2	2013-07-01	11.02	4717 days 00:00:00.000000000
2650	4.A.3.a.2.I43	3	2006-12-01	19.18	2313 days 00:00:00.000000000
2651	4.A.3.a.2.I43	3	2013-07-01	18.4	4717 days 00:00:00.000000000
2652	4.A.3.a.2.I43	4	2006-12-01	14.38	2313 days 00:00:00.000000000
2653	4.A.3.a.2.I43	4	2013-07-01	19.08	4717 days 00:00:00.000000000
2654	4.A.3.a.2.I43	5	2006-12-01	26.79	2313 days 00:00:00.000000000
2655	4.A.3.a.2.I43	5	2013-07-01	24.02	4717 days 00:00:00.000000000
2656	4.A.3.a.2.I43	6	2006-12-01	10.07	2313 days 00:00:00.000000000
2657	4.A.3.a.2.I43	6	2013-07-01	10.28	4717 days 00:00:00.000000000
2658	4.A.3.a.2.I43	7	2006-12-01	8.09	2313 days 00:00:00.000000000
2659	4.A.3.a.2.I43	7	2013-07-01	9.29	4717 days 00:00:00.000000000
2660	4.A.3.a.2.I44	1	2007-06-01	0.0	2495 days 00:00:00.000000000
2661	4.A.3.a.2.I44	1	2016-07-01	2.94	5813 days 00:00:00.000000000
2662	4.A.3.a.2.I44	2	2007-06-01	3.175	2495 days 00:00:00.000000000
2663	4.A.3.a.2.I44	2	2016-07-01	2.175	5813 days 00:00:00.000000000
2664	4.A.3.a.2.I44	3	2007-06-01	4.74	2495 days 00:00:00.000000000
2665	4.A.3.a.2.I44	3	2016-07-01	9.11	5813 days 00:00:00.000000000
2666	4.A.3.a.2.I44	4	2007-06-01	22.905	2495 days 00:00:00.000000000
2667	4.A.3.a.2.I44	4	2016-07-01	8.379999999999999	5813 days 00:00:00.000000000
2668	4.A.3.a.2.I44	5	2007-06-01	47.205	2495 days 00:00:00.000000000
2669	4.A.3.a.2.I44	5	2016-07-01	50.59	5813 days 00:00:00.000000000
2670	4.A.3.a.2.I44	6	2007-06-01	1.56	2495 days 00:00:00.000000000
2671	4.A.3.a.2.I44	6	2016-07-01	5.4399999999999995	5813 days 00:00:00.000000000
2672	4.A.3.a.2.I44	7	2007-06-01	0.0	2495 days 00:00:00.000000000
2673	4.A.3.a.2.I44	7	2016-07-01	0.0	5813 days 00:00:00.000000000
2674	4.A.3.a.2.I45	1	2006-06-01	8.75	2130 days 00:00:00.000000000
2675	4.A.3.a.2.I45	1	2014-07-01	19.7	5082 days 00:00:00.000000000
2676	4.A.3.a.2.I45	2	2006-06-01	14.045	2130 days 00:00:00.000000000
2677	4.A.3.a.2.I45	2	2014-07-01	14.34	5082 days 00:00:00.000000000
2678	4.A.3.a.2.I45	3	2006-06-01	12.2	2130 days 00:00:00.000000000
2679	4.A.3.a.2.I45	3	2014-07-01	13.64	5082 days 00:00:00.000000000
2680	4.A.3.a.2.I45	4	2006-06-01	10.88	2130 days 00:00:00.000000000
2681	4.A.3.a.2.I45	4	2014-07-01	12.71	5082 days 00:00:00.000000000
2682	4.A.3.a.2.I45	5	2006-06-01	22.29	2130 days 00:00:00.000000000
2683	4.A.3.a.2.I45	5	2014-07-01	23.08	5082 days 00:00:00.000000000
2684	4.A.3.a.2.I45	6	2006-06-01	2.86	2130 days 00:00:00.000000000
2685	4.A.3.a.2.I45	6	2014-07-01	4.79	5082 days 00:00:00.000000000
2686	4.A.3.a.2.I45	7	2006-06-01	6.11	2130 days 00:00:00.000000000
2687	4.A.3.a.2.I45	7	2014-07-01	0.82	5082 days 00:00:00.000000000
2688	4.A.3.a.2.I46	1	2006-06-01	2.53	2130 days 00:00:00.000000000
2689	4.A.3.a.2.I46	1	2013-07-01	4.3	4717 days 00:00:00.000000000
2690	4.A.3.a.2.I46	2	2006-06-01	11.56	2130 days 00:00:00.000000000
2691	4.A.3.a.2.I46	2	2013-07-01	7.69	4717 days 00:00:00.000000000
2692	4.A.3.a.2.I46	3	2006-06-01	11.41	2130 days 00:00:00.000000000
2693	4.A.3.a.2.I46	3	2013-07-01	12.5	4717 days 00:00:00.000000000
2694	4.A.3.a.2.I46	4	2006-06-01	16.42	2130 days 00:00:00.000000000
2695	4.A.3.a.2.I46	4	2013-07-01	13.31	4717 days 00:00:00.000000000
2696	4.A.3.a.2.I46	5	2006-06-01	27.38	2130 days 00:00:00.000000000
2697	4.A.3.a.2.I46	5	2013-07-01	26.869999999999997	4717 days 00:00:00.000000000
2698	4.A.3.a.2.I46	6	2006-06-01	7.94	2130 days 00:00:00.000000000
2699	4.A.3.a.2.I46	6	2013-07-01	7.93	4717 days 00:00:00.000000000
2700	4.A.3.a.2.I46	7	2006-06-01	7.1	2130 days 00:00:00.000000000
2701	4.A.3.a.2.I46	7	2013-07-01	7.69	4717 days 00:00:00.000000000
2702	4.A.3.a.2.I47	1	2008-06-01	1.44	2861 days 00:00:00.000000000
2703	4.A.3.a.2.I47	1	2013-07-01	4.76	4717 days 00:00:00.000000000
2704	4.A.3.a.2.I47	2	2008-06-01	2.22	2861 days 00:00:00.000000000
2705	4.A.3.a.2.I47	2	2013-07-01	3.12	4717 days 00:00:00.000000000
2706	4.A.3.a.2.I47	3	2008-06-01	13.66	2861 days 00:00:00.000000000
2707	4.A.3.a.2.I47	3	2013-07-01	6.575	4717 days 00:00:00.000000000
2708	4.A.3.a.2.I47	4	2008-06-01	14.8	2861 days 00:00:00.000000000
2709	4.A.3.a.2.I47	4	2013-07-01	11.1	4717 days 00:00:00.000000000
2710	4.A.3.a.2.I47	5	2008-06-01	26.64	2861 days 00:00:00.000000000
2711	4.A.3.a.2.I47	5	2013-07-01	23.08	4717 days 00:00:00.000000000
2712	4.A.3.a.2.I47	6	2008-06-01	5.89	2861 days 00:00:00.000000000
2713	4.A.3.a.2.I47	6	2013-07-01	19.23	4717 days 00:00:00.000000000
2714	4.A.3.a.2.I47	7	2008-06-01	14.25	2861 days 00:00:00.000000000
2715	4.A.3.a.2.I47	7	2013-07-01	8.865	4717 days 00:00:00.000000000
2716	4.A.3.a.3.I01	1	2005-12-01	8.64	1948 days 00:00:00.000000000
2717	4.A.3.a.3.I01	1	2012-07-01	0.0	4352 days 00:00:00.000000000
2718	4.A.3.a.3.I01	2	2005-12-01	2.07	1948 days 00:00:00.000000000
2719	4.A.3.a.3.I01	2	2012-07-01	0.06	4352 days 00:00:00.000000000
2720	4.A.3.a.3.I01	3	2005-12-01	1.21	1948 days 00:00:00.000000000
2721	4.A.3.a.3.I01	3	2012-07-01	3.64	4352 days 00:00:00.000000000
2722	4.A.3.a.3.I01	4	2005-12-01	10.07	1948 days 00:00:00.000000000
2723	4.A.3.a.3.I01	4	2012-07-01	3.33	4352 days 00:00:00.000000000
2724	4.A.3.a.3.I01	5	2005-12-01	28.44	1948 days 00:00:00.000000000
2725	4.A.3.a.3.I01	5	2012-07-01	26.45	4352 days 00:00:00.000000000
2726	4.A.3.a.3.I01	6	2005-12-01	14.95	1948 days 00:00:00.000000000
2727	4.A.3.a.3.I01	6	2012-07-01	15.46	4352 days 00:00:00.000000000
2728	4.A.3.a.3.I01	7	2005-12-01	9.78	1948 days 00:00:00.000000000
2729	4.A.3.a.3.I01	7	2012-07-01	30.27	4352 days 00:00:00.000000000
2730	4.A.3.a.3.I02	1	2006-12-01	0.32	2313 days 00:00:00.000000000
2731	4.A.3.a.3.I02	1	2013-07-01	0.53	4717 days 00:00:00.000000000
2732	4.A.3.a.3.I02	2	2006-12-01	2.78	2313 days 00:00:00.000000000
2733	4.A.3.a.3.I02	2	2013-07-01	7.78	4717 days 00:00:00.000000000
2734	4.A.3.a.3.I02	3	2006-12-01	8.5	2313 days 00:00:00.000000000
2735	4.A.3.a.3.I02	3	2013-07-01	7.26	4717 days 00:00:00.000000000
2736	4.A.3.a.3.I02	4	2006-12-01	6.97	2313 days 00:00:00.000000000
2737	4.A.3.a.3.I02	4	2013-07-01	9.72	4717 days 00:00:00.000000000
2738	4.A.3.a.3.I02	5	2006-12-01	30.2	2313 days 00:00:00.000000000
2739	4.A.3.a.3.I02	5	2013-07-01	26.03	4717 days 00:00:00.000000000
2740	4.A.3.a.3.I02	6	2006-12-01	15.48	2313 days 00:00:00.000000000
2741	4.A.3.a.3.I02	6	2013-07-01	11.49	4717 days 00:00:00.000000000
2742	4.A.3.a.3.I02	7	2006-12-01	19.6	2313 days 00:00:00.000000000
2743	4.A.3.a.3.I02	7	2013-07-01	22.32	4717 days 00:00:00.000000000
2744	4.A.3.a.3.I03	1	2007-06-01	8.13	2495 days 00:00:00.000000000
2745	4.A.3.a.3.I03	1	2012-07-01	6.85	4352 days 00:00:00.000000000
2746	4.A.3.a.3.I03	2	2007-06-01	19.26	2495 days 00:00:00.000000000
2747	4.A.3.a.3.I03	2	2012-07-01	16.14	4352 days 00:00:00.000000000
2748	4.A.3.a.3.I03	3	2007-06-01	14.87	2495 days 00:00:00.000000000
2749	4.A.3.a.3.I03	3	2012-07-01	14.58	4352 days 00:00:00.000000000
2750	4.A.3.a.3.I03	4	2007-06-01	14.49	2495 days 00:00:00.000000000
2751	4.A.3.a.3.I03	4	2012-07-01	12.48	4352 days 00:00:00.000000000
2752	4.A.3.a.3.I03	5	2007-06-01	14.52	2495 days 00:00:00.000000000
2753	4.A.3.a.3.I03	5	2012-07-01	22.86	4352 days 00:00:00.000000000
2754	4.A.3.a.3.I03	6	2007-06-01	5.56	2495 days 00:00:00.000000000
2755	4.A.3.a.3.I03	6	2012-07-01	2.11	4352 days 00:00:00.000000000
2756	4.A.3.a.3.I03	7	2007-06-01	7.44	2495 days 00:00:00.000000000
2757	4.A.3.a.3.I03	7	2012-07-01	7.01	4352 days 00:00:00.000000000
2758	4.A.3.a.3.I04	1	2008-06-01	0.0	2861 days 00:00:00.000000000
2759	4.A.3.a.3.I04	1	2013-07-01	0.0	4717 days 00:00:00.000000000
2760	4.A.3.a.3.I04	2	2008-06-01	0.0	2861 days 00:00:00.000000000
2761	4.A.3.a.3.I04	2	2013-07-01	0.28	4717 days 00:00:00.000000000
2762	4.A.3.a.3.I04	3	2008-06-01	2.31	2861 days 00:00:00.000000000
2763	4.A.3.a.3.I04	3	2013-07-01	1.28	4717 days 00:00:00.000000000
2764	4.A.3.a.3.I04	4	2008-06-01	6.63	2861 days 00:00:00.000000000
2765	4.A.3.a.3.I04	4	2013-07-01	5.24	4717 days 00:00:00.000000000
2766	4.A.3.a.3.I04	5	2008-06-01	15.0	2861 days 00:00:00.000000000
2767	4.A.3.a.3.I04	5	2013-07-01	16.465	4717 days 00:00:00.000000000
2768	4.A.3.a.3.I04	6	2008-06-01	21.92	2861 days 00:00:00.000000000
2769	4.A.3.a.3.I04	6	2013-07-01	22.7	4717 days 00:00:00.000000000
2770	4.A.3.a.3.I04	7	2008-06-01	38.06	2861 days 00:00:00.000000000
2771	4.A.3.a.3.I04	7	2013-07-01	36.36	4717 days 00:00:00.000000000
2772	4.A.3.a.3.I05	1	2006-06-01	4.35	2130 days 00:00:00.000000000
2773	4.A.3.a.3.I05	1	2010-06-01	3.03	3591 days 00:00:00.000000000
2774	4.A.3.a.3.I05	2	2006-06-01	3.45	2130 days 00:00:00.000000000
2775	4.A.3.a.3.I05	2	2010-06-01	9.68	3591 days 00:00:00.000000000
2776	4.A.3.a.3.I05	3	2006-06-01	9.13	2130 days 00:00:00.000000000
2777	4.A.3.a.3.I05	3	2010-06-01	13.38	3591 days 00:00:00.000000000
2778	4.A.3.a.3.I05	4	2006-06-01	8.63	2130 days 00:00:00.000000000
2779	4.A.3.a.3.I05	4	2010-06-01	17.07	3591 days 00:00:00.000000000
2780	4.A.3.a.3.I05	5	2006-06-01	19.79	2130 days 00:00:00.000000000
2781	4.A.3.a.3.I05	5	2010-06-01	23.05	3591 days 00:00:00.000000000
2782	4.A.3.a.3.I05	6	2006-06-01	6.1	2130 days 00:00:00.000000000
2783	4.A.3.a.3.I05	6	2010-06-01	9.91	3591 days 00:00:00.000000000
2784	4.A.3.a.3.I05	7	2006-06-01	9.82	2130 days 00:00:00.000000000
2785	4.A.3.a.3.I05	7	2010-06-01	13.33	3591 days 00:00:00.000000000
2786	4.A.3.a.3.I06	1	2006-06-01	0.68	2130 days 00:00:00.000000000
2787	4.A.3.a.3.I06	1	2013-07-01	0.74	4717 days 00:00:00.000000000
2788	4.A.3.a.3.I06	2	2006-06-01	3.4	2130 days 00:00:00.000000000
2789	4.A.3.a.3.I06	2	2013-07-01	1.01	4717 days 00:00:00.000000000
2790	4.A.3.a.3.I06	3	2006-06-01	2.94	2130 days 00:00:00.000000000
2791	4.A.3.a.3.I06	3	2013-07-01	3.45	4717 days 00:00:00.000000000
2792	4.A.3.a.3.I06	4	2006-06-01	8.92	2130 days 00:00:00.000000000
2793	4.A.3.a.3.I06	4	2013-07-01	6.18	4717 days 00:00:00.000000000
2794	4.A.3.a.3.I06	5	2006-06-01	29.56	2130 days 00:00:00.000000000
2795	4.A.3.a.3.I06	5	2013-07-01	28.36	4717 days 00:00:00.000000000
2796	4.A.3.a.3.I06	6	2006-06-01	11.71	2130 days 00:00:00.000000000
2797	4.A.3.a.3.I06	6	2013-07-01	12.97	4717 days 00:00:00.000000000
2798	4.A.3.a.3.I06	7	2006-06-01	24.68	2130 days 00:00:00.000000000
2799	4.A.3.a.3.I06	7	2013-07-01	31.2	4717 days 00:00:00.000000000
2800	4.A.3.a.3.I07	1	2006-12-01	0.51	2313 days 00:00:00.000000000
2801	4.A.3.a.3.I07	1	2014-07-01	1.59	5082 days 00:00:00.000000000
2802	4.A.3.a.3.I07	2	2006-12-01	1.82	2313 days 00:00:00.000000000
2803	4.A.3.a.3.I07	2	2014-07-01	9.23	5082 days 00:00:00.000000000
2804	4.A.3.a.3.I07	3	2006-12-01	9.6	2313 days 00:00:00.000000000
2805	4.A.3.a.3.I07	3	2014-07-01	5.16	5082 days 00:00:00.000000000
2806	4.A.3.a.3.I07	4	2006-12-01	6.9	2313 days 00:00:00.000000000
2807	4.A.3.a.3.I07	4	2014-07-01	6.66	5082 days 00:00:00.000000000
2808	4.A.3.a.3.I07	5	2006-12-01	25.64	2313 days 00:00:00.000000000
2809	4.A.3.a.3.I07	5	2014-07-01	23.58	5082 days 00:00:00.000000000
2810	4.A.3.a.3.I07	6	2006-12-01	17.02	2313 days 00:00:00.000000000
2811	4.A.3.a.3.I07	6	2014-07-01	14.5	5082 days 00:00:00.000000000
2812	4.A.3.a.3.I07	7	2006-12-01	29.12	2313 days 00:00:00.000000000
2813	4.A.3.a.3.I07	7	2014-07-01	22.98	5082 days 00:00:00.000000000
2814	4.A.3.a.3.I08	1	2006-12-01	3.58	2313 days 00:00:00.000000000
2815	4.A.3.a.3.I08	1	2013-07-01	3.35	4717 days 00:00:00.000000000
2816	4.A.3.a.3.I08	2	2006-12-01	4.17	2313 days 00:00:00.000000000
2817	4.A.3.a.3.I08	2	2013-07-01	4.76	4717 days 00:00:00.000000000
2818	4.A.3.a.3.I08	3	2006-12-01	8.61	2313 days 00:00:00.000000000
2819	4.A.3.a.3.I08	3	2013-07-01	10.51	4717 days 00:00:00.000000000
2820	4.A.3.a.3.I08	4	2006-12-01	9.22	2313 days 00:00:00.000000000
2821	4.A.3.a.3.I08	4	2013-07-01	13.04	4717 days 00:00:00.000000000
2822	4.A.3.a.3.I08	5	2006-12-01	24.59	2313 days 00:00:00.000000000
2823	4.A.3.a.3.I08	5	2013-07-01	27.85	4717 days 00:00:00.000000000
2824	4.A.3.a.3.I08	6	2006-12-01	9.44	2313 days 00:00:00.000000000
2825	4.A.3.a.3.I08	6	2013-07-01	12.06	4717 days 00:00:00.000000000
2826	4.A.3.a.3.I08	7	2006-12-01	15.3	2313 days 00:00:00.000000000
2827	4.A.3.a.3.I08	7	2013-07-01	13.09	4717 days 00:00:00.000000000
2828	4.A.3.a.3.I09	1	2009-06-01	3.48	3226 days 00:00:00.000000000
2829	4.A.3.a.3.I09	1	2013-07-01	7.78	4717 days 00:00:00.000000000
